Unnamed: 0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19,u20,u21,u22,u23,u24,u25,u26,u27,u28,u29,u30,u31,u32,u33,u34,u35,u36,u37,u38,u39,u40,u41,u42,u43,u44,u45,u46,u47,u48,u49,u50,u51,u52,u53,u54,u55,u56,u57,u58,u59,u60,u61,u62,u63,u64,u65,u66,u67,u68,u69,u70,u71,u72,u73,u74,u75,u76,u77,u78,u79,u80,u81,u82,u83,u84,u85,u86,u87,u88,u89,u90,u91,u92,u93,u94,u95,u96,u97,u98,u99,u100
s972,0,42,14,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,16,0,0,0,0,0,0,32,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,6,0,10,0,0,0,12,0,0,0,0,2,0,0,0,0,0,20,0,0,1,6,0,0,1,5,0,0,0
s973,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,28,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0
s974,0,17,0,0,4,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,10,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
s975,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0
s976,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,192,2,0,94,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,9,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0
s977,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,12,0,14,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
s978,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,2,0,54,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,5,0,0,0
s979,0,0,4,6,0,4,0,0,1,0,0,0,0,0,14,0,2,0,4,0,0,4,0,2,8,8,0,0,4,0,2,0,0,0,0,1,1,0,0,1,0,0,2,9,0,1,0,0,0,1,0,0,5,0,0,1,0,0,1,2,2,1,0,0,0,0,18,4,0,0,0,0,2,13,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
s980,0,0,0,1,0,0,0,0,2,0,3,0,1,0,1,0,1,0,8,0,15,0,0,0,0,12,0,0,4,0,0,0,0,0,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0
s981,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,16,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,5
s982,0,0,5,0,0,0,0,1,0,0,0,9,0,0,7,3,2,0,1,0,9,22,0,0,0,10,0,0,4,0,2,0,2,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,2,1,4,0,3,0,5,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1
s983,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,10,2,14,0,6,6,2,6,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,2,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s984,8,17,4,0,0,5,0,6,3,0,14,11,0,0,0,1,0,0,15,3,6,0,100,4,24,0,0,36,30,0,18,0,16,0,0,0,5,0,1,2,3,3,1,0,0,0,14,1,0,3,1,2,6,0,0,0,0,1,3,27,27,1,0,1,0,0,39,6,16,14,1,0,0,12,3,0,0,1,1,0,1,0,6,16,0,1,0,0,3,13,0,0,6,7,0,7,0,0,0,0
s985,0,7,1,0,0,0,0,0,1,0,0,19,0,0,0,3,0,0,1,0,3,0,0,2,36,50,0,0,0,0,22,0,0,0,1,1,0,0,8,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,2,0,0,1,0,0,2,1,0,1,0,0,7,0,6,1,0,0,0,2,1,0,1,0,0,0,0,4,4,2,1,8,0,3,0,2,1,2,2,0,1,10,0,0,0
s986,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
s987,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,7,0,16,0,0,0,0,30,0,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,0,34,1,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,36,0,0,0,0,0,0,0
s988,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,30,0,1,0,2,3,0,0,0,0,0,2
s989,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,8,0,0,51,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s990,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0
s991,0,8,0,0,0,0,0,2,3,0,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0
s992,0,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,9,0,0,0,122,2,8,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
s993,23,45,35,18,6,45,4,3,5,1,71,46,2,0,8,2,4,1,14,2,11,0,56,44,62,128,26,324,34,40,42,20,12,13,24,3,1,25,0,36,19,0,5,2,0,2,2,1,0,8,3,70,48,216,11,14,2,0,7,10,10,6,8,2,8,0,3,180,123,6,0,7,2,117,10,9,0,39,0,0,1,2,6,0,53,2,4,0,2,0,29,5,9,12,4,7,0,0,0,5
s994,8,11,1,3,0,17,0,2,1,0,9,0,0,0,0,0,4,0,1,0,14,3,0,8,48,6,0,8,2,0,34,2,66,0,1,1,0,0,7,0,1,0,1,0,3,0,0,0,0,0,1,3,7,0,0,6,3,0,4,3,3,0,4,0,2,1,6,2,0,15,0,0,0,4,0,1,1,1,3,0,0,0,0,10,0,2,0,0,0,2,7,3,13,1,15,1,0,0,0,0
s995,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,13,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,8,0,0,22,0,0,1,0,1,0,4,3,0,0,0
s996,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,1,2,18,0,108,14,0,2,0,0,0,36,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,1,1,0,0,2,0,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,3,0,6,0,0,0,47,0,4,1,0,0,0,0
s997,0,1,0,0,0,1,0,0,15,0,0,8,0,1,1,1,1,0,0,0,5,2,0,12,0,0,2,0,0,0,4,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,1,2,2,0,0,1,0,0,1,2,0,0,0,0,0,9,0,0,0,2,0,0,0,3,0,36,0,0,0,0,2,0,12,0,4,0,6,1,6,0,0,0
s998,0,1,0,2,0,0,0,0,1,0,0,2,0,0,37,4,8,0,0,0,0,0,0,0,0,0,0,0,2,10,6,0,11,8,2,1,1,0,5,0,2,0,0,34,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,1,8,52,0,0,0,0,0,0,0,29,0,51,2,0,1,1,0,0,1,17,3,0,0,18,0,0,0,9,0,2,0,0,0,10,1,0,0,0
s999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,6,0,0,5,0,0,11,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
s1000,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,1,0,0,0,22,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,0,10,0,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
s1001,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,2,2,0,0,2,60,0,0,0,4,0,10,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0
s1002,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,1,0,6,0,8,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,56,0,21,0,0,0
s1003,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,20,0,0,0,0,30,0,16,0,0,10,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s1004,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,46,0,0,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,5,0,0,0
s1005,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,3,0,0,0
s1006,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,1,16,0,0,0,0,5,0,0,0,0,0,0,2,4,0,11,0,0,0,0,0,0,5,0,0,0,0
s1007,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,26,6,10,0,130,0,0,0,0,8,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,1,22,22,0,0,0,0,0,0,1,1,27,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
s1008,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,15,1,0,0,90,0,0,14,0,6,0,4,6,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,1,0,0,0,2,2,0,0,0,0,0,5,0,2,1,0,2,0,0,0,0,0,5
s1009,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,1,0,0,114,2,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,5
s1010,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,16,0,8,0,0,0,0,2,0,8,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,2,4,0,0,7,0,0,0,0,0,1,1,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,0,19,0,0,0,1,0,0,0
s1011,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,13,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,8,0,0,0
s1012,0,0,1,0,5,0,0,0,0,0,0,9,0,0,0,4,1,0,0,0,0,10,0,0,4,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,7,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,0,0
s1013,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0
s1014,0,0,0,1,10,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
s1015,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,2,0,1,0,12,0,0,0,0,0,0,2
s1016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,2,0,0,0,0,0,0,4,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,38,0,0,0,0,3,0,0,0,0,0,0,5,4,0,7,0,1,0,0,2,0,0,0,0,0,0
s1017,1,0,0,2,5,1,0,0,0,0,1,0,0,0,1,3,1,0,0,0,24,0,0,0,2,0,0,6,2,18,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0
s1018,0,8,4,3,20,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,23,0,0,0
s1019,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,13,1,0,2,2,0,0,0
s1020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,2
s1021,0,8,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,8,59,1,0,0,0,6,40,0,0,0,4,0,10,0,0,3,0,0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,11,6,8,4,0,0,0,1,0,0,2,0,0,0,1,0,0,0,6,2,0,4,0,1,0,113,0,0,1,3,0,0,0
s1022,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,4,1,0,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1023,0,0,2,0,0,0,0,0,1,0,11,0,16,0,0,1,1,0,0,0,0,0,0,0,0,82,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
s1024,0,2,0,0,1,0,0,0,0,0,0,14,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,11,5,1,0,0,0,0,0,0,3,3,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,8,0,0,0
s1025,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5
s1026,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,7,0,26,27,3,0,0,2,6,0,0,14,0,2,0,10,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,5,1,0,5,0,0,0,2,2,2,0,0,0,1,0,44,0,6,0,9,2,0,0,2,0,0,0,0,0,0,8,0,0,0,7,5,0,18,0,0,0,19,0,0,1,0,0,0,0
s1027,1,0,0,0,0,0,0,0,1,0,0,4,11,0,0,0,2,0,0,0,11,0,22,6,0,102,0,2,0,0,6,0,0,0,0,0,0,3,2,0,0,0,1,0,0,5,0,0,0,1,0,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
s1028,20,0,0,25,0,5,0,0,0,0,0,3,2,0,0,0,0,0,1,2,4,0,0,0,0,106,0,0,60,10,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,137,1,0,0,0,0,0,2
s1029,0,0,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,78,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,1,12,9,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0
s1030,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,8,0,0,0
s1031,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,4,1,4,0,0,0
s1032,0,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,0,0,42,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,12,1,0,0,0,20,0,0,9,0,0,3,0,0,0,0,1,0,0,14,2,0,0,1,0,0,0,0,0,0,10,4,14,0,10,0,0,0
s1033,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,39,0
s1034,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,40,1,9,0,0,0,2,0,0,10,0,0,16,0,16,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,2,2,8,0,1,0,0,7,0,0,0,0,0,0,3,0,0,1,0,0,0,1,7,1,1,4,0,0,0
s1035,0,0,0,0,0,0,0,0,1,7,0,0,5,0,0,1,0,0,33,1,0,0,20,2,0,182,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
s1036,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,15,15,7,16,0,0,0,24,0,0,0,0,0,2,0,0,3,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,5,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,11,0,0,0,17,0,0,2,0,0,0,0
s1037,0,3,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,7,0,0,0
s1038,0,3,2,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,4,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,11,0,0,10,0,0,1,0,1,0,0,0,1,1,0,0,0,17,0,0,0,3,0,91,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,6,7,9,0,0,0
